work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2020,EN,PT,Data_Scientist,21669,IT,50,IT,S
2020,EX,FT,Staff_Data_Analyst,15000,NG,0,CA,M
2020,MI,FT,Data_Scientist,35735,HU,50,HU,L
2020,MI,FT,Data_Scientist,40481,IN,0,IN,L
2020,MI,FT,Data_Scientist,45760,PH,100,US,S
2020,EX,FT,Director_of_Data_Science,325000,US,100,US,L
2020,EN,FT,Data_Engineer,54742,PK,100,DE,L
2021,EX,FT,Data_Science_Consultant,69741,FR,100,ES,S
2021,MI,FT,Data_Analyst,135000,US,100,US,L
2021,MI,FT,Machine_Learning_Engineer,24823,SI,50,SI,L
2021,EN,FT,Machine_Learning_Research_Engineer,20000,FR,50,FR,M
2021,SE,FT,Data_Analytics_Manager,140000,US,100,US,L
2021,MI,FT,Data_Engineer,140000,US,100,US,L
2021,SE,FT,Data_Science_Manager,144000,US,100,US,L
2021,SE,FT,Principal_Data_Scientist,173762,DE,100,DE,M
2021,MI,FT,Data_Scientist,147000,US,50,US,L
2021,SE,FT,Research_Scientist,50000,FR,100,US,S
2021,SE,FT,Data_Engineer,150000,US,100,US,L
2021,SE,FT,Data_Engineer,150000,US,100,US,M
2021,EX,FT,BI_Data_Analyst,150000,IN,100,US,L
2021,MI,FT,Data_Scientist,150000,US,100,US,M
2021,MI,FT,Data_Architect,150000,US,100,US,L
2021,SE,FT,Data_Engineer,150000,US,0,US,L
2021,MI,FT,Data_Science_Lead,150000,US,100,US,M
2021,MI,FT,Principal_Data_Scientist,151000,US,100,US,L
2021,SE,FT,Data_Science_Manager,152000,US,100,FR,L
2021,SE,FT,Data_Engineer,153000,US,100,US,L
2021,SE,FT,Research_Scientist,60757,PT,50,PT,L
2021,SE,FT,Data_Scientist,135000,US,0,US,L
2021,SE,FT,Data_Science_Engineer,127221,CA,50,CA,L
2021,EN,FT,Machine_Learning_Engineer,24823,DE,50,DE,M
2021,EX,FT,Director_of_Data_Science,153667,IT,100,PL,L
2021,MI,FT,Data_Engineer,111775,US,0,US,M
2021,MI,FT,Data_Engineer,112000,US,100,US,L
2021,MI,FT,Data_Scientist,115000,US,50,US,L
2021,SE,FT,Computer_Vision_Engineer,24000,BR,100,BR,M
2021,SE,FT,Data_Engineer,115000,US,100,US,S
2021,SE,FT,Data_Analyst,115000,US,100,US,S
2021,MI,FT,Data_Engineer,28369,MT,50,MT,L
2021,MI,FT,Data_Engineer,26005,RO,0,US,L
2021,SE,FT,Data_Analytics_Manager,120000,US,0,US,L
2021,EX,FT,Director_of_Data_Science,141846,DE,0,DE,L
2021,MI,FT,Cloud_Data_Engineer,89294,SG,50,SG,L
2021,SE,FT,Data_Analytics_Manager,120000,US,100,US,M
2021,SE,FT,Machine_Learning_Scientist,120000,US,50,US,S
2021,EN,PT,Computer_Vision_Software_Engineer,19073,DK,50,DK,L
2021,SE,FT,Research_Scientist,96113,CA,50,CA,L
2021,EN,FT,Machine_Learning_Engineer,21844,CO,50,CO,M
2021,SE,FT,Big_Data_Architect,99703,CA,50,CA,M
2021,EN,FT,Machine_Learning_Engineer,125000,US,100,US,S
2021,MI,FT,Data_Scientist,61467,DE,50,AT,M
2021,MI,FT,Data_Scientist,130000,US,50,US,L
2021,SE,FT,Data_Scientist,103691,CA,100,CA,L
2021,MI,FT,Data_Scientist,25532,RS,100,DE,S
2021,MI,FT,Data_Scientist,119059,SG,100,IL,M
2021,MI,FT,Data_Scientist,160000,US,100,US,L
2021,SE,FT,Lead_Data_Engineer,160000,PR,50,US,S
2021,MI,FT,Data_Engineer,200000,US,100,US,L
2021,MI,FT,Data_Engineer,200000,US,100,US,L
2021,SE,FT,Principal_Data_Engineer,200000,US,100,US,M
2021,SE,FT,Principal_Data_Scientist,220000,US,0,US,L
2021,SE,FT,Machine_Learning_Scientist,225000,US,100,CA,L
2021,EN,FT,Machine_Learning_Scientist,225000,US,100,US,L
2021,EX,FT,Head_of_Data,230000,RU,50,RU,L
2021,SE,FT,Principal_Data_Scientist,235000,US,100,US,L
2021,MI,FT,Research_Scientist,187442,CA,100,CA,L
2021,SE,FT,Data_Analyst,200000,US,100,US,L
2021,EX,FT,Head_of_Data,235000,US,100,US,L
2021,MI,FT,Data_Engineer,28016,TR,100,TR,M
2021,EN,FT,Data_Analyst,50000,US,100,US,M
2021,EX,FT,Director_of_Data_Science,250000,US,0,US,L
2021,SE,FT,Cloud_Data_Architect,250000,US,50,US,L
2021,SE,FT,ML_Engineer,256000,US,100,US,S
2021,MI,FT,Data_Scientist,50000,NG,100,NG,L
2021,MI,CT,ML_Engineer,270000,US,100,US,L
2021,SE,FT,Lead_Data_Engineer,276000,US,0,US,L
2021,EN,FT,Machine_Learning_Developer,15000,TH,100,TH,L
2021,SE,FT,Data_Science_Manager,240000,US,0,US,L
2021,SE,FT,Data_Engineer,200000,US,100,US,L
2021,SE,FT,Machine_Learning_Engineer,200000,US,100,US,L
2021,SE,FT,Machine_Learning_Infrastructure_Engineer,195000,US,100,US,M
2021,SE,FT,Cloud_Data_Engineer,160000,BR,100,US,S
2021,EN,FT,Machine_Learning_Engineer,20000,IN,100,IN,S
2021,SE,FT,Data_Specialist,165000,US,100,US,L
2021,SE,FT,Data_Engineer,165000,US,0,US,M
2021,SE,FT,Data_Scientist,165000,US,100,US,L
2021,SE,FT,Director_of_Data_Science,168000,JP,0,JP,S
2021,SE,FT,Principal_Data_Analyst,170000,US,100,US,M
2021,SE,FT,Lead_Data_Analyst,170000,US,100,US,L
2021,MI,FT,Data_Architect,170000,US,100,US,L
2021,SE,FT,Data_Science_Manager,174000,US,100,US,L
2021,SE,FT,Data_Engineer,174000,US,100,US,L
2021,EN,PT,Computer_Vision_Engineer,28609,DK,50,DK,S
2021,MI,FT,Machine_Learning_Engineer,46597,PL,100,PL,L
2021,SE,FT,Data_Scientist,20171,TR,50,TR,L
2021,MI,FT,Data_Architect,180000,US,100,US,L
2021,SE,FT,Principal_Data_Engineer,185000,US,100,US,L
2021,SE,FT,Machine_Learning_Engineer,185000,US,50,US,L
2021,SE,FT,Staff_Machine_Learning_Engineer,185000,US,50,US,M
2021,MI,FL,Data_Engineer,20000,IT,0,US,L
2021,SE,FT,Data_Analyst,50000,PH,100,PH,S
2021,MI,FT,Big_Data_Engineer,18000,MD,0,MD,S
2021,EX,FT,Director_of_Data_Science,130026,DE,50,DE,M
2021,MI,FT,Data_Engineer,28476,PL,100,PL,L
2021,MI,FT,Data_Analytics_Engineer,110000,US,100,US,L
2021,MI,FT,Head_of_Data_Science,110000,US,0,US,S
2021,SE,FT,AI_Scientist,55000,ES,100,ES,L
2021,EN,FT,Data_Scientist,49646,FR,50,FR,M
2021,EN,FT,Data_Engineer,65013,DE,50,DE,M
2021,SE,FT,Machine_Learning_Engineer,82744,BE,50,BE,M
2021,EN,FT,Data_Engineer,72500,US,100,US,L
2021,MI,FT,Data_Scientist,73000,US,0,US,L
2021,MI,FT,Machine_Learning_Engineer,74000,JP,50,JP,S
2021,MI,FT,Data_Analyst,75000,US,0,US,L
2021,MI,FT,Data_Scientist,88654,DE,50,DE,L
2021,EN,FT,Computer_Vision_Software_Engineer,70000,US,100,US,M
2021,MI,FT,Machine_Learning_Engineer,88654,BE,100,BE,M
2021,SE,FT,Marketing_Data_Analyst,88654,GR,100,DK,L
2021,MI,FT,Data_Scientist,90734,DE,50,DE,L
2021,MI,FT,Data_Scientist,90734,DE,50,DE,L
2021,EN,FT,Business_Data_Analyst,59102,LU,100,LU,L
2021,MI,FT,Research_Scientist,63810,CA,100,CA,M
2021,MI,FT,Data_Analyst,80000,US,100,US,L
2021,SE,FT,Machine_Learning_Engineer,94564,DE,50,DE,L
2021,EN,FT,Data_Analyst,80000,US,100,US,M
2021,SE,FT,Data_Analyst,80000,BG,100,US,S
2021,SE,FT,Lead_Data_Engineer,103160,GB,100,GB,S
2021,SE,FT,Data_Engineer,96282,GB,50,GB,L
2021,MI,FT,Machine_Learning_Engineer,51064,IT,50,IT,L
2021,MI,FT,Research_Scientist,69999,CZ,50,CZ,L
2021,MI,PT,Data_Engineer,69741,NL,100,NL,L
2021,MI,FT,Research_Scientist,56738,FR,50,FR,S
2021,MI,PT,Business_Data_Analyst,56000,GH,100,US,M
2021,EN,FT,Research_Scientist,82528,GB,50,GB,L
2021,EN,FT,Data_Analyst,60000,US,100,US,S
2021,MI,FL,Autonomous_Vehicle_Technician,45555,AS,50,BS,M
2021,MI,FT,Data_Engineer,82528,GB,100,GB,L
2021,MI,FT,Big_Data_Engineer,60000,ES,50,RO,M
2021,SE,FT,Data_Scientist,53192,FR,50,FR,L
2021,SE,FL,Machine_Learning_Developer,60000,NG,100,NG,M
2021,EN,FT,Data_Analyst,42028,AU,50,AU,L
2021,SE,FT,Finance_Data_Analyst,61896,GB,50,GB,L
2021,MI,FT,Data_Engineer,66022,HK,50,GB,S
2021,MI,FT,Data_Analyst,62000,US,0,US,L
2021,SE,FT,Data_Engineer,76833,RO,50,GB,S
2021,EN,FT,Data_Science_Consultant,76833,DE,0,DE,L
2021,EN,FT,Data_Science_Consultant,76833,DE,100,DE,S
2021,EN,FT,BI_Data_Analyst,55000,US,50,US,S
2021,SE,FT,Data_Scientist,77684,FR,50,FR,M
2021,SE,FT,Data_Analytics_Engineer,79197,DE,100,DE,L
2021,MI,FT,Applied_Data_Scientist,54238,GB,50,CA,L
2021,EN,FT,Data_Engineer,80000,US,100,US,L
2021,EN,FT,Data_Scientist,58000,US,50,US,L
2021,EN,FT,Applied_Data_Scientist,110037,GB,0,GB,L
2021,EN,FT,Machine_Learning_Engineer,81000,US,50,US,S
2021,MI,FT,Research_Scientist,62649,FR,50,FR,M
2021,MI,FT,Data_Engineer,72212,GB,50,GB,L
2021,EN,FT,Data_Scientist,100000,US,100,US,M
2021,EN,FT,Research_Scientist,100000,JE,0,CN,L
2021,MI,FT,BI_Data_Analyst,100000,US,100,US,M
2021,MI,FT,Data_Engineer,100000,US,100,US,L
2021,EN,FT,Machine_Learning_Developer,100000,IQ,50,IQ,S
2021,EN,FT,Data_Scientist,100000,US,0,US,S
2021,MI,FT,Data_Engineer,75050,AU,50,AU,L
2021,SE,FT,Data_Analyst,63831,DE,50,DE,L
2021,MI,FT,Data_Science_Engineer,40189,GR,100,GR,M
2021,SE,FT,Data_Analytics_Engineer,50000,VN,100,GB,M
2021,EN,FT,Data_Engineer,45390,GB,50,GB,L
2021,SE,CT,Staff_Data_Scientist,105000,US,100,US,M
2021,MI,FT,Data_Scientist,37825,ES,100,ES,L
2021,EN,FT,Data_Scientist,36643,FR,50,FR,L
2021,MI,FT,Data_Scientist,109000,US,50,US,L
2021,SE,FT,Data_Scientist,87738,CA,100,CA,S
2021,MI,FT,AI_Scientist,30000,GH,0,GH,S
2021,MI,FT,Data_Engineer,110000,US,100,US,L
2021,SE,FT,Computer_Vision_Engineer,18907,BR,0,BR,M
2021,MI,FT,Data_Analyst,51519,GB,50,GB,L
2021,MI,FT,Data_Scientist,75774,CA,100,CA,L
2021,MI,FT,Data_Engineer,93150,US,0,US,M
2021,MI,FT,Data_Scientist,56256,GB,50,GB,L
2021,MI,FT,Computer_Vision_Software_Engineer,95746,DE,100,US,S
2021,SE,FT,Data_Engineer,113476,GB,100,GB,M
2021,MI,FT,Data_Scientist,82500,US,100,US,S
2021,MI,FT,Data_Scientist,116914,GB,50,GB,L
2021,MI,FT,Machine_Learning_Engineer,47282,ES,100,ES,S
2021,EN,FT,Machine_Learning_Engineer,85000,NL,100,DE,S
2021,EN,FT,Data_Science_Consultant,63831,DE,50,DE,L
2021,EX,FT,Head_of_Data_Science,85000,RU,0,RU,M
2021,MI,FT,Data_Scientist,46809,ES,100,ES,M
2021,SE,FT,Head_of_Data,102839,SI,100,SI,L
2021,MI,FT,Applied_Machine_Learning_Scientist,38400,VN,100,US,M
2021,EN,FT,Data_Science_Consultant,90000,US,100,US,S
2021,SE,FT,Data_Analyst,71786,CA,100,CA,M
2021,EN,FT,Data_Scientist,90000,US,100,US,S
2021,EN,FT,Data_Analyst,90000,US,100,US,S
2021,MI,FT,Data_Engineer,90000,US,100,US,L
2021,MI,FT,Data_Analyst,90000,US,100,US,M
2021,EN,FT,Marketing_Data_Engineer,66970,SG,50,SG,L
2021,MI,FT,Data_Engineer,45391,NL,100,NL,L
2021,MI,FT,Data_Analyst,93000,US,100,US,L
2021,EN,FT,Data_Scientist,80000,US,100,US,M
2021,EN,FT,Data_Analyst,59102,FR,50,FR,M
2021,MI,FT,Data_Scientist,40038,CL,100,CL,L
2021,EN,FT,Big_Data_Engineer,16228,IN,100,IN,L
2021,MI,FT,Applied_Machine_Learning_Scientist,423000,US,50,US,L
2021,EX,CT,Principal_Data_Scientist,416000,US,100,US,S
2021,EN,FT,AI_Scientist,18053,IN,100,AS,S
2021,EN,FT,Data_Scientist,28399,IN,100,IN,M
2021,MI,FT,Data_Scientist,33808,IN,0,IN,M
2021,SE,FT,Machine_Learning_Engineer,24342,IN,100,IN,L
2021,EN,FT,Data_Engineer,21637,IN,50,IN,M
2021,SE,FT,Machine_Learning_Engineer,66265,IN,0,IN,L
2021,MI,FT,Lead_Data_Analyst,19609,IN,100,IN,L
2021,SE,FT,Data_Science_Manager,94665,IN,50,IN,L
2021,SE,FT,Lead_Data_Scientist,40570,IN,50,IN,L
2021,EN,FT,Data_Scientist,29751,IN,50,IN,L
2021,EN,FT,Data_Engineer,30428,IN,100,IN,L
2021,MI,FT,Data_Scientist,16904,IN,100,IN,S
2021,MI,FT,Data_Analyst,16904,IN,50,IN,L
2021,SE,FT,Data_Scientist,54094,IN,100,IN,L
2021,SE,FT,Data_Science_Manager,54094,IN,50,US,L
2021,MI,FT,Big_Data_Engineer,22611,IN,0,IN,L
2021,MI,FT,ML_Engineer,63711,JP,50,JP,S
2021,MI,FT,BI_Data_Analyst,36259,HU,50,US,L
2021,MI,FT,ML_Engineer,77364,JP,50,JP,S
2022,SE,FT,Data_Scientist,140000,US,100,US,M
2022,SE,FT,BI_Developer,140000,US,100,US,M
2022,SE,FT,Data_Scientist,140000,US,100,US,M
2022,MI,FT,Data_Analytics_Manager,140000,US,0,US,M
2022,SE,FT,Machine_Learning_Engineer,84053,FR,50,FR,L
2022,SE,FT,Data_Analyst,140000,US,100,US,M
2022,SE,FT,Data_Scientist,140000,US,0,US,M
2022,EN,FT,Data_Engineer,120000,US,100,US,M
2022,SE,FT,Data_Scientist,140000,US,0,US,M
2022,SE,FT,Data_Engineer,140000,US,100,US,M
2022,MI,FT,Data_Engineer,80000,US,100,US,M
2022,MI,FT,Data_Analyst,80000,US,100,US,L
2022,MI,FT,Data_Engineer,80000,US,0,US,M
2022,EN,FT,Data_Scientist,80000,US,0,US,M
2022,SE,FT,Data_Analyst,80000,US,0,US,M
2022,MI,FT,Data_Analyst,80000,US,0,US,M
2022,EN,FT,Data_Scientist,80000,US,100,US,L
2022,MI,FT,Research_Scientist,84053,DE,0,DE,S
2022,SE,FT,Data_Engineer,80000,US,100,US,M
2022,MI,FT,Data_Engineer,84053,GR,100,GR,M
2022,MI,FT,Data_Engineer,98506,GB,100,GB,M
2022,SE,FT,Data_Scientist,140000,US,0,US,M
2022,SE,FT,Data_Scientist,140000,US,100,US,M
2022,SE,FT,Data_Scientist,140000,US,0,US,M
2022,SE,FT,Data_Engineer,140000,US,100,US,M
2022,SE,FT,Data_Scientist,106800,US,100,US,M
2022,SE,FT,Data_Engineer,229998,US,0,US,L
2022,SE,FT,Data_Engineer,229998,US,0,US,L
2022,SE,FT,Data_Engineer,106800,US,0,US,M
2022,SE,FT,Data_Scientist,230000,US,100,US,M
2022,SE,FT,Data_Scientist,230000,US,100,US,M
2022,SE,FT,Applied_Scientist,230000,US,100,US,M
2022,SE,FT,Data_Engineer,230000,US,0,US,L
2022,SE,FT,Data_Engineer,230000,US,100,US,M
2022,MI,FT,Machine_Learning_Engineer,230000,US,0,US,M
2022,SE,FT,Applied_Scientist,230000,US,100,US,M
2022,SE,FT,Data_Engineer,106800,US,0,US,M
2022,SE,FT,Machine_Learning_Engineer,140000,CA,0,CA,M
2022,SE,FT,Data_Engineer,106800,US,0,US,M
2022,MI,FT,Data_Scientist,172386,GB,0,GB,M
2022,SE,FT,Data_Scientist,140000,US,100,US,M
2022,SE,FT,Data_Scientist,140000,US,100,US,M
2022,SE,FT,Data_Scientist,140000,US,100,US,M
2022,SE,FT,Data_Scientist,140000,US,100,US,M
2022,SE,FT,Data_Scientist,140000,US,100,US,M
2022,SE,FT,Data_Scientist,140000,US,100,US,M
2022,SE,FT,Data_Scientist,140000,US,100,US,L
2022,MI,FT,Data_Engineer,84053,ES,100,ES,M
2022,MI,FT,Product_Data_Analyst,140000,US,100,US,M
2022,SE,FT,Data_Scientist,140000,US,100,US,M
2022,SE,FT,Analytics_Engineer,140000,US,100,US,M
2022,SE,FT,Data_Engineer,139860,US,0,US,M
2022,EN,FT,Data_Engineer,80000,US,100,US,L
2022,SE,FT,Data_Scientist,98506,GB,0,GB,M
2022,EN,FT,Data_Scientist,84053,BE,100,BE,L
2022,MI,FT,Data_Analyst,79000,US,0,US,M
2022,SE,FT,Data_Scientist,198440,US,100,US,M
2022,SE,FT,Data_Scientist,198440,US,0,US,L
2022,SE,FT,Data_Scientist,126500,US,100,US,M
2022,MI,FT,Data_Analyst,126500,US,0,US,M
2022,SE,FT,Data_Analyst,126500,US,100,US,M
2022,SE,FT,Applied_Machine_Learning_Scientist,108000,US,0,US,L
2022,MI,FT,Analytics_Engineer,108000,US,100,US,M
2022,MI,FT,Data_Scientist,108000,US,50,US,L
2022,SE,FT,Data_Engineer,78000,US,0,US,M
2022,SE,FT,Data_Engineer,78000,US,0,US,M
2022,SE,FT,Data_Scientist,198440,US,0,US,M
2022,MI,FT,Data_Scientist,78000,US,100,US,M
2022,MI,FT,Data_Engineer,78000,BR,100,BR,M
2022,MI,FT,BI_Analyst,78000,BR,100,BR,M
2022,MI,FT,Data_Scientist,78000,US,100,US,M
2022,EN,FT,Machine_Learning_Engineer,108000,US,0,US,S
2022,EN,FT,Data_Manager,77300,US,100,US,M
2022,SE,FT,Data_Scientist,198200,US,100,US,M
2022,MI,FT,BI_Data_Analyst,53368,AU,100,AU,M
2022,SE,FT,Data_Engineer,162000,US,100,US,M
2022,SE,FT,Data_Engineer,178750,US,0,US,M
2022,SE,FT,Data_Engineer,178800,US,100,US,L
2022,SE,FT,Data_Engineer,178800,US,100,US,L
2022,MI,FT,Analytics_Engineer,78000,BR,100,BR,M
2022,SE,FT,Data_Scientist,198440,US,0,US,L
2022,SE,FT,Data_Scientist,198800,US,0,US,M
2022,SE,FT,Data_Engineer,198800,US,0,US,M
2022,EX,FT,Research_Scientist,84053,NL,0,NL,L
2022,SE,FT,Data_Engineer,80000,US,0,US,L
2022,MI,FT,Machine_Learning_Engineer,84053,FR,100,DE,M
2022,MI,FT,Data_Engineer,84053,ES,100,ES,M
2022,MI,FT,Data_Engineer,98506,GB,100,GB,M
2022,MI,FT,Data_Engineer,84053,GR,100,GR,M
2022,SE,FT,Data_Scientist,80000,US,0,US,M
2022,SE,FT,Data_Analyst,164000,US,0,US,M
2022,SE,FT,Data_Analyst,80000,US,100,US,M
2022,SE,FT,Data_Engineer,80000,US,100,US,M
2022,SE,FT,Lead_Machine_Learning_Engineer,84053,DE,0,DE,M
2022,SE,FT,Data_Scientist,177500,US,100,US,M
2022,SE,FT,Data_Engineer,177600,US,100,US,L
2022,SE,FT,Data_Architect,230400,US,0,US,M
2022,SE,FT,Data_Analyst,127000,US,100,US,M
2022,SE,FT,Data_Scientist,127000,US,100,US,M
2022,SE,FT,Data_Analyst,127000,US,100,US,M
2022,SE,FT,Data_Engineer,178000,CA,0,CA,M
2022,SE,FT,Data_Analyst,127000,US,0,US,M
2022,SE,FT,Analytics_Engineer,231250,US,100,US,M
2022,SE,FT,Analytics_Engineer,231250,US,100,US,M
2022,SE,FT,Data_Engineer,231250,US,100,US,M
2022,SE,FT,Data_Engineer,231250,US,100,US,M
2022,MI,FT,Data_Scientist,131752,GB,100,GB,M
2022,SE,FT,Data_Scientist,107000,US,100,US,M
2022,MI,FT,Data_Engineer,98506,GB,0,GB,M
2022,SE,FT,Data_Engineer,164000,US,0,US,M
2022,SE,FT,Data_Analyst,177000,US,0,US,M
2022,SE,FT,Applied_Scientist,164000,US,100,US,M
2022,MI,FT,Data_Engineer,110446,LT,0,LT,M
2022,SE,FT,Data_Engineer,105200,US,0,US,M
2022,SE,FT,Data_Analyst,128875,US,100,US,M
2022,SE,FT,Data_Engineer,128875,US,100,US,M
2022,SE,FT,Data_Engineer,175100,US,100,US,M
2022,EX,FT,Data_Science_Manager,175100,US,0,US,M
2022,SE,FT,Analytics_Engineer,102663,GB,100,GB,M
2022,SE,FT,Data_Science_Manager,175100,US,100,US,M
2022,SE,FT,Data_Engineer,128500,US,100,US,M
2022,MI,FT,Data_Scientist,102200,GB,100,GB,M
2022,EN,FT,Machine_Learning_Engineer,83000,US,0,US,L
2022,SE,FT,Data_Analyst,175950,US,100,US,M
2022,SE,FT,Data_Analyst,128875,US,100,US,M
2022,SE,FT,Data_Analytics_Manager,105400,US,100,US,M
2022,MI,FT,Data_Engineer,82900,US,0,US,M
2022,SE,FT,Data_Engineer,105700,US,0,US,L
2022,SE,FT,Data_Scientist,138600,US,100,US,M
2022,SE,FT,Analytics_Engineer,138750,US,100,US,M
2022,SE,FT,Analytics_Engineer,138750,US,100,US,M
2022,SE,FT,Data_Engineer,138750,US,100,US,M
2022,SE,FT,Data_Engineer,138750,US,100,US,M
2022,EN,FT,Data_Scientist,82000,US,0,US,L
2022,EX,FT,Data_Science_Manager,106000,UZ,0,RU,L
2022,SE,FT,Data_Analyst,81666,US,100,US,M
2022,SE,FT,Data_Analyst,81666,US,100,US,M
2022,SE,FT,Data_Analyst,81666,US,100,US,M
2022,SE,FT,Data_Scientist,176000,US,100,US,M
2022,SE,FT,Data_Analyst,81666,US,100,US,M
2022,SE,FT,Data_Analyst,129000,US,0,US,M
2022,SE,FT,Data_Scientist,225000,US,0,US,M
2022,MI,FT,Data_Analyst,85000,CA,0,CA,M
2022,SE,FT,Research_Scientist,89306,FR,50,FR,L
2022,SE,FT,Data_Analytics_Lead,405000,US,100,US,L
2022,SE,FT,Data_Engineer,104611,GB,100,GB,M
2022,SE,FT,Data_Analyst,84900,US,100,US,M
2022,SE,FT,Data_Analyst,136600,US,100,US,M
2022,SE,FT,Data_Scientist,136620,US,100,US,M
2022,SE,FT,Data_Engineer,136994,US,100,US,M
2022,SE,FT,Data_Scientist,136994,US,100,US,M
2022,EX,FT,Head_of_Data_Science,224000,US,100,US,M
2022,MI,FT,Machine_Learning_Researcher,105236,CA,50,CA,L
2022,SE,FT,Data_Science_Manager,137141,US,100,US,M
2022,EN,FT,Data_Engineer,129000,US,100,US,L
2022,SE,FT,Data_Scientist,88256,ES,100,GB,L
2022,SE,FT,Analytics_Engineer,103432,GB,0,GB,M
2022,MI,FT,Data_Scientist,84000,BR,100,BR,M
2022,SE,FT,ML_Engineer,84000,US,100,US,M
2022,MI,FT,Data_Scientist,225000,US,0,US,M
2022,SE,FT,Data_Engineer,225000,US,0,US,M
2022,SE,FT,Data_Architect,225000,US,100,US,M
2022,SE,FT,Data_Scientist,225000,US,0,US,M
2022,SE,FT,Data_Scientist,225000,US,0,US,M
2022,SE,FT,Data_Engineer,225000,US,0,US,M
